,muncode,_prcmean,year,_tempmean
12834,5854,28519.640213611525,2016,2972.356557377049
12835,5854,32846.31358668654,2017,2965.9284649776455
12836,5854,32009.365499254844,2018,2964.1106557377047
12837,5854,,2019,2968.152260307998
12838,23855,15464.311862835959,2006,
12839,23855,16550.148053753477,2007,2998.8464627741737
12840,23855,12525.827077540933,2008,2996.013206672845
12841,23855,11157.910488106272,2009,3001.9533518690146
12842,23855,14715.144501081248,2010,3003.494362063639
12843,23855,14449.220033982083,2011,2998.953429101019
12844,23855,15969.451961692926,2012,3002.410488106271
12845,23855,15455.420914426939,2013,3004.1336113685516
12846,23855,12245.128148959473,2014,3006.459607661415
12847,23855,14246.904850169909,2015,3009.7628205128203
12848,23855,15359.120095767687,2016,3008.870327463701
12849,23855,15483.161801050353,2017,3007.2904695705897
12850,23855,14992.222273710226,2018,3004.9397590361446
12851,23855,,2019,3009.322907012666
12852,68855,16437.36479591837,2006,
12853,68855,17437.43282312925,2007,2926.427721088435
12854,68855,15579.236394557824,2008,2924.4753401360545
12855,68855,15066.764455782313,2009,2929.8239795918366
12856,68855,18522.07738095238,2010,2932.261054421769
12857,68855,19440.24404761905,2011,2927.4846938775513
12858,68855,14676.482993197278,2012,2928.152210884354
12859,68855,23033.24744897959,2013,2932.778911564626
12860,68855,23251.66048237477,2014,2932.808673469388
12861,68855,27325.87244897959,2015,2935.2619047619046
12862,68855,25527.82908163265,2016,2944.2653061224487
12863,68855,29672.396258503402,2017,2931.771258503401
12864,68855,27265.396258503402,2018,2930.329931972789
12865,68855,,2019,2934.8044217687075
12866,73854,15980.782904148784,2006,
12867,73854,18258.99034334764,2007,2975.6891988555076
12868,73854,22029.782546494996,2008,2968.497138769671
12869,73854,13699.551502145923,2009,2978.136981402003
12870,73854,18098.843705293275,2010,2977.726037195994
12871,73854,22075.8708869814,2011,2974.054363376252
12872,73854,14008.087267525036,2012,2980.000357653791
12873,73854,14278.317954220314,2013,2981.315450643777
12874,73854,15197.83964104565,2014,2982.6863376251786
12875,73854,7931.973891273247,2015,2990.535050071531
12876,73854,11926.180972818313,2016,2998.1881258941344
12877,73854,19850.670600858368,2017,2986.805436337625
12878,73854,15872.815808297566,2018,2984.2997138769674
12879,73854,,2019,2991.672746781116
12880,86865,29744.95295983087,2006,
12881,86865,37709.27995066949,2007,2983.2610993657504
12882,86865,27733.214675828047,2008,2981.194591261452
12883,86865,32360.187808315717,2009,2983.366455250176
12884,86865,23103.65036997886,2010,2986.724101479915
12885,86865,33433.34355179704,2011,2981.8039112050737
12886,86865,26700.26911557435,2012,2978.9972692036645
12887,86865,27233.78321000705,2013,2980.057082452431
12888,86865,19039.34912550452,2014,2980.207716701903
12889,86865,27504.305320648346,2015,2982.9289112050737
12890,86865,23888.408738548274,2016,2986.0657152924596
12891,86865,26563.420806906273,2017,2984.4378964059197
12892,86865,25134.04880197322,2018,2981.3882135306553
12893,86865,,2019,2982.468375616631
12894,18860,29497.36205787781,2006,
12895,18860,31092.75284030011,2007,2988.3222936763127
12896,18860,34548.593247588426,2008,2988.6030010718114
12897,18860,36582.07143622722,2009,2988.6058413719184
12898,18860,40340.07738478028,2010,2991.3028938906755
12899,18860,35471.662004287246,2011,2988.858735262594
12900,18860,38077.61463022508,2012,2985.796516613076
12901,18860,24663.468595927116,2013,2985.401178992497
12902,18860,23757.733820520316,2014,2986.427759914255
12903,18860,24643.001071811363,2015,2987.792926045016
12904,18860,26727.369882100753,2016,2990.0997320471597
12905,18860,24590.056377277597,2017,2991.33397642015
12906,18860,24300.569828510183,2018,2988.8128617363345
12907,18860,,2019,2988.5306538049304
12908,5858,21838.507057546147,2006,
12909,5858,27965.337540716613,2007,2961.7683224755697
12910,5858,21727.794245385452,2008,2956.5715255157434
12911,5858,22749.381650380023,2009,2965.5138436482084
12912,5858,26902.4184310532,2010,2965.99565689468
12913,5858,27799.97747014115,2011,2961.690825190011
12914,5858,23927.876221498373,2012,2966.87391422367
12915,5858,15182.355456026058,2013,2968.2073832790447
12916,5858,14467.27021024578,2014,2970.5485884907707
12917,5858,16096.310803474486,2015,2976.4619978284477
12918,5858,17146.888165038003,2016,2973.225434310532
12919,5858,21060.23588490771,2017,2973.2295059717694
12920,5858,18208.153637350708,2018,2972.4751628664494
12921,5858,,2019,2978.1746742671007
12922,73861,13765.390928270042,2006,
12923,73861,17896.70611814346,2007,2986.118987341772
12924,73861,13292.443037974685,2008,2983.7118143459916
12925,73861,12901.476371308017,2009,2993.229113924051
12926,73861,15140.607172995782,2010,2990.32447257384
12927,73861,14794.682489451478,2011,2987.1708860759495
12928,73861,9674.226582278481,2012,2991.223839662447
12929,73861,11425.093459915612,2013,2993.2021097046413
12930,73861,10267.301956271576,2014,2995.476582278481
12931,73861,7808.294936708861,2015,2996.352742616034
12932,73861,10371.003164556963,2016,3013.515189873418
12933,73861,9673.001265822784,2017,3003.277848101266
12934,73861,11531.223628691982,2018,2997.562447257384
12935,73861,,2019,3000.768143459916
12936,5861,24207.810606060608,2006,
12937,5861,26667.85202020202,2007,2959.5499999999997
12938,5861,32094.307070707073,2008,2954.6449494949497
12939,5861,16810.70606060606,2009,2965.340404040404
12940,5861,30628.05303030303,2010,2967.2181818181816
12941,5861,21416.23888888889,2011,2961.178282828283
12942,5861,13962.051515151516,2012,2965.3378787878787
12943,5861,15881.327777777777,2013,2967.722222222222
12944,5861,13864.207713498623,2014,2970.4540404040404
12945,5861,12689.895454545454,2015,2975.719191919192
12946,5861,13557.394444444444,2016,2991.0858585858587
12947,5861,16939.980303030305,2017,2969.1959595959597
12948,5861,17478.265151515152,2018,2968.3843434343435
12949,5861,,2019,2973.929797979798
12950,15861,12758.903211805555,2006,
12951,15861,9916.551649305557,2007,2843.2200520833335
12952,15861,12129.958767361111,2008,2843.0546875
12953,15861,8220.2578125,2009,2845.4904513888887
12954,15861,13608.825954861111,2010,2850.7291666666665
12955,15861,17918.604600694445,2011,2846.2048611111113
12956,15861,11684.91362847222,2012,2842.8958333333335
12957,15861,15397.501302083334,2013,2846.0208333333335
12958,15861,13868.767992424242,2014,2845.825086805555
12959,15861,19335.726996527777,2015,2845.437934027778
12960,15861,20461.794704861113,2016,2846.7669270833335
12961,15861,22110.785590277777,2017,2847.5954861111113
12962,15861,20969.72178819444,2018,2843.866319444445
12963,15861,,2019,2846.266059027778
12964,25862,20480.952651515152,2006,
12965,25862,20599.064393939396,2007,2935.724431818182
12966,25862,22833.041666666668,2008,2933.379261363636
12967,25862,15532.25615530303,2009,2938.9502840909095
12968,25862,18217.016098484848,2010,2940.7196969696965
12969,25862,21181.219696969696,2011,2939.2954545454545
12970,25862,14511.37215909091,2012,2940.4166666666665
12971,25862,16164.573863636362,2013,2941.3821022727275
12972,25862,15931.057334710744,2014,2942.1595643939395
12973,25862,12527.469223484848,2015,2946.7395833333335
12974,25862,20256.007575757576,2016,2956.5321969696975
12975,25862,14721.69696969697,2017,2943.1155303030305
12976,25862,21033.751420454544,2018,2941.6614583333335
12977,25862,,2019,2945.5677083333335
12978,76863,19750.705818965518,2006,
12979,76863,28164.305675287356,2007,2914.8541666666665
12980,76863,25293.41989942529,2008,2912.239224137931
12981,76863,19199.182112068967,2009,2919.614224137931
12982,76863,27361.751436781607,2010,2919.9005028735633
12983,76863,30182.642959770117,2011,2917.9130747126437
12984,76863,19162.692887931033,2012,2919.4159482758623
12985,76863,25177.915948275866,2013,2919.722701149425
12986,76863,21563.844827586207,2014,2921.5621408045977
12987,76863,21082.763290229883,2015,2925.61566091954
12988,76863,22151.944683908045,2016,2917.3599137931033
12989,76863,25532.430675287356,2017,2922.9295977011498
12990,76863,26138.977370689656,2018,2922.2094109195405
12991,76863,,2019,2925.1968390804595
12992,68867,15876.704475308643,2006,
12993,68867,13568.101851851852,2007,2823.7361111111113
12994,68867,19239.48070987654,2008,2819.614197530864
12995,68867,21804.15200617284,2009,2826.4367283950614
12996,68867,27268.24614197531,2010,2833.178240740741
12997,68867,24265.840277777777,2011,2823.868055555555
12998,68867,32485.283950617286,2012,2826.290895061728
12999,68867,47120.97762345679,2013,2830.0864197530864
13000,68867,55775.49663299663,2014,2829.6018518518517
13001,68867,60245.89891975309,2015,2831.66975308642
13002,68867,44485.25925925926,2016,2814.5100308641977
13003,68867,40475.50540123457,2017,2826.5416666666665
13004,68867,50521.79783950617,2018,2824.2631172839506
13005,68867,,2019,2829.6049382716046
13006,25867,20283.89935064935,2006,
13007,25867,20865.577922077922,2007,2917.871212121212
13008,25867,21372.301948051947,2008,2915.6590909090905
13009,25867,19629.786796536795,2009,2922.3084415584417
13010,25867,24072.873376623378,2010,2922.78354978355
13011,25867,25003.200216450216,2011,2920.270562770563
13012,25867,17588.33658008658,2012,2921.703463203463
13013,25867,25860.051948051947,2013,2923.055194805195
13014,25867,25962.15702479339,2014,2924.270562770563
13015,25867,18971.045454545456,2015,2927.465367965368
13016,25867,31195.22943722944,2016,2916.597402597403
13017,25867,21418.670995670996,2017,2927.1049783549784
13018,25867,31231.98051948052,2018,2924.600649350649
13019,25867,,2019,2928.0616883116886
13020,17867,21960.79974747475,2006,
13021,17867,22857.033585858586,2007,3002.4656565656564
13022,17867,27482.00568181818,2008,2992.262878787879
13023,17867,13341.898106060607,2009,3003.8516414141413
13024,17867,14551.067550505051,2010,3003.8688131313133
13025,17867,19446.896843434344,2011,2996.2029040404036
13026,17867,9617.981313131313,2012,3004.010732323232
13027,17867,6229.710227272728,2013,3007.872474747475
13028,17867,5213.510330578512,2014,3009.671590909091
13029,17867,3670.406565656566,2015,3017.1515151515155
13030,17867,5737.0282828282825,2016,3023.758838383839
13031,17867,7102.479166666667,2017,3011.846717171717
13032,17867,6265.5678030303025,2018,3012.0686868686867
13033,17867,,2019,3017.3560606060605
13034,5873,67271.68382728666,2006,
13035,5873,80201.79892692897,2007,2985.981774825413
13036,5873,69721.81544881621,2008,2984.314937830012
13037,5873,72294.31378811105,2009,2991.70252086527
13038,5873,82166.78372508942,2010,2992.5579543518993
13039,5873,72259.66492079713,2011,2989.56668369954
13040,5873,78000.2227048203,2012,2992.226239141543
13041,5873,97082.72232158064,2013,2992.3184721512516
13042,5873,75517.1385237144,2014,2994.152827456992
13043,5873,80857.79739397037,2015,2998.5816300459887
13044,5873,75206.57975642991,2016,2998.5663004598878
13045,5873,93093.07754215637,2017,2996.060126043263
13046,5873,74667.84372338613,2018,2994.585675353432
13047,5873,,2019,2997.915218872424
13048,76869,17528.580200501252,2006,
13049,76869,16352.53007518797,2007,2924.1002506265663
13050,76869,15889.998746867168,2008,2922.627819548872
13051,76869,12273.746867167918,2009,2928.5413533834585
13052,76869,17151.756892230576,2010,2928.8972431077696
13053,76869,16297.63909774436,2011,2927.6015037593984
13054,76869,12978.915413533834,2012,2927.774436090225
13055,76869,12080.411654135338,2013,2928.177318295739
13056,76869,13261.95830485304,2014,2929.017543859649
13057,76869,9642.692982456141,2015,2932.6616541353383
13058,76869,12048.872180451128,2016,2932.5682957393487
13059,76869,14741.239974937344,2017,2931.4636591478697
13060,76869,12636.06829573935,2018,2931.0250626566417
13061,76869,,2019,2933.468671679198
13062,54871,21676.72613960114,2006,
13063,54871,23490.021545584048,2007,2876.0658831908827
13064,54871,14090.1801994302,2008,2871.2774216524217
13065,54871,14049.297008547008,2009,2877.7920227920226
13066,54871,20084.72133190883,2010,2881.1257122507122
13067,54871,19816.503383190884,2011,2872.969195156695
13068,54871,17563.337962962964,2012,2878.4296652421654
13069,54871,20471.071937321936,2013,2882.538283475784
13070,54871,19382.394327894326,2014,2884.816595441596
13071,54871,20232.31891025641,2015,2887.6111111111113
13072,54871,19279.316417378916,2016,2866.617699430199
13073,54871,22554.333155270655,2017,2876.1764601139603
13074,54871,20236.69391025641,2018,2875.8634259259256
13075,54871,,2019,2880.2911324786323
13076,15407,12455.002834467121,2006,
13077,15407,10834.39739229025,2007,2876.3503401360545
13078,15407,12850.013605442176,2008,2873.693310657596
13079,15407,9768.665532879819,2009,2879.589002267574
13080,15407,13756.899092970523,2010,2882.40873015873
13081,15407,16537.687074829933,2011,2877.4268707482993
13082,15407,9107.010770975057,2012,2877.8225623582766
13083,15407,11484.08843537415,2013,2881.9784580498867
13084,15407,9769.91280148423,2014,2882.28231292517
13085,15407,12995.336734693878,2015,2884.655328798186
13086,15407,14315.372448979593,2016,2891.2420634920636
13087,15407,17458.383786848073,2017,2879.3650793650795
13088,15407,14921.722789115645,2018,2877.234126984127
13089,15407,,2019,2879.876984126984
13090,25843,11605.140027322404,2006,
13091,25843,11639.841530054646,2007,2859.0198087431695
13092,25843,11633.326502732241,2008,2857.556693989071
13093,25843,6962.112704918033,2009,2862.1646174863386
13094,25843,11905.130464480875,2010,2865.547131147541
13095,25843,15064.938524590165,2011,2861.47131147541
13096,25843,9247.165983606557,2012,2860.3941256830603
13097,25843,15290.081284153006,2013,2863.528005464481
13098,25843,12091.40611028316,2014,2864.018442622951
13099,25843,16190.768442622952,2015,2865.445355191257
13100,25843,18765.81898907104,2016,2867.2609289617485
13101,25843,21073.52800546448,2017,2862.925546448087
13102,25843,20430.375,2018,2860.3101092896177
13103,25843,,2019,2863.2288251366117
13104,54874,13425.645638629283,2006,
13105,54874,13571.913551401869,2007,2973.352803738318
13106,54874,13427.916666666666,2008,2966.2881619937693
13107,54874,13315.953271028038,2009,2971.224299065421
13108,54874,17521.33566978193,2010,2975.6487538940814
13109,54874,18240.17601246106,2011,2965.0615264797507
13110,54874,16340.05295950156,2012,2971.0147975077884
13111,54874,14185.53971962617,2013,2977.4345794392525
13112,54874,12889.082412914187,2014,2982.242211838006
13113,54874,14706.40109034268,2015,2984.08722741433
13114,54874,14477.71339563863,2016,2987.6838006230532
13115,54874,15701.654984423678,2017,2973.88785046729
13116,54874,17888.261682242988,2018,2973.0272585669786
13117,54874,,2019,2977.2741433021806
13118,86885,48173.442166462664,2006,
13119,86885,47945.35577315381,2007,2952.920695634435
13120,86885,40505.726438188496,2008,2951.7380150958793
13121,86885,47613.21924724602,2009,2953.108476132191
13122,86885,33490.644787841695,2010,2956.7746328029375
13123,86885,44474.68961648306,2011,2952.278457772338
13124,86885,38809.513106895145,2012,2949.2836087311302
13125,86885,23348.249082007344,2013,2949.769277845777
13126,86885,19842.380104595526,2014,2950.5330477356183
13127,86885,22412.219298245614,2015,2953.1132190942476
13128,86885,21808.154732762137,2016,2959.1372399020806
13129,86885,25695.81461648307,2017,2954.903355773154
13130,86885,25206.82660138719,2018,2952.1806915544676
13131,86885,,2019,2953.6896674826603
13132,25871,23768.050925925927,2006,
13133,25871,26603.15625,2007,2908.399305555555
13134,25871,26156.92824074074,2008,2905.9178240740744
13135,25871,16073.97222222222,2009,2911.7824074074074
13136,25871,19445.467592592595,2010,2914.0266203703704
13137,25871,24282.197916666668,2011,2912.084490740741
13138,25871,17303.782407407405,2012,2912.3703703703704
13139,25871,19368.811342592595,2013,2914.119212962963
13140,25871,17926.40782828283,2014,2915.005787037037
13141,25871,17245.364583333332,2015,2919.5497685185187
